employer_name,employee_city,employee_state,employer_address_counts,regular_hourly_rate_parsed_counts,predicted_title_1,confidence_1,predicted_title_2,confidence_2,predicted_title_3,confidence_3,source,reasoning
"Charter Communications, LLC",Greenville,SC,"{""7800 Crescent Executive Dr, Charlotte, NC 28217"": 2}",18.03,Customer Service Representative,88,Technical Support Representative,65,Call Center Agent,41,"Charter Communications careers (jobs.spectrum.com), Indeed.com, Glassdoor.com","Charter Communications in Greenville, SC, at $18.03/hr, most commonly hires Customer Service Representatives, confirmed by multiple job boards. Technical Support Representative is plausible given Charter's telecom focus. Call Center Agent is a general industry match, but more speculative."
"Charter Communications, LLC",Hickory,NC,"{""7800 Crescent Executive Dr, Charlotte, NC 28217"": 1}",18.0,Customer Service Representative,82,Technical Support Representative,61,Call Center Agent,38,"Indeed.com, Glassdoor.com, Charter Communications careers (jobs.spectrum.com)","Charter Communications in Hickory, NC, at $18/hr, most commonly hires Customer Service and Technical Support roles per job boards and company site. 'Call Center Agent' is a plausible, lower-confidence filler based on industry norms and CSV mapping to 'Office and Administrative Support Occupations.'"
"Charter Communications, LLC",Irving,TX,"{""7800 Crescent Executive Dr, Charlotte, NC 28217"": 1}",18.0,Customer Service Representative,82,Technical Support Representative,61,Call Center Agent,38,"LinkedIn (linkedin.com), Charter Communications careers (jobs.spectrum.com), Glassdoor (glassdoor.com)","Charter Communications in Irving, TX, at $18/hr, most commonly hires for customer service/call center roles. 'Customer Service Representative' is well-supported; 'Technical Support Representative' is plausible given the telecom focus; 'Call Center Agent' is a generic but possible filler based on industry norms and CSV mapping to 'Office and Administrative Support Occupations.'"
"Charter Communications, LLC",Kissimmee,FL,"{""7800 Crescent Executive Dr, Charlotte, NC 28217"": 1}",18.01,Customer Service Representative,78,Field Technician,54,Call Center Agent,39,"Charter Communications careers (jobs.spectrum.com), Indeed.com, Glassdoor.com","Charter Communications in Kissimmee, FL, at $18.01/hr, most commonly hires Customer Service Representatives and Field Technicians per job boards. 'Call Center Agent' is a plausible but more speculative filler based on industry norms and CSV mapping to 'Office and Administrative Support'."
"Charter Communications, LLC",Louisville,KY,"{""7800 Crescent Executive Dr, Charlotte, NC 28217"": 1}",27.51,Customer Service Representative,78,Technical Support Representative,62,Field Technician,29,"Charter Communications careers (jobs.spectrum.com), Indeed.com, Glassdoor.com","Charter Communications in Louisville, KY, lists 'Customer Service Representative' and 'Technical Support Representative' roles near $27/hr. 'Field Technician' is plausible but more speculative. CSV supports these under 'Office and Administrative Support' and 'Installation, Maintenance, and Repair' categories."
"Charter Communications, LLC",Mission,TX,"{""7800 Crescent Executive Dr, Charlotte, NC 28217"": 1}",20.0,Customer Service Representative,78,Field Technician,54,Call Center Agent,39,"Charter Communications careers (jobs.spectrum.com), Indeed.com, Glassdoor.com","Charter Communications in Mission, TX, at $20/hr, most commonly hires Customer Service Representatives and Field Technicians per job boards. 'Call Center Agent' is plausible but less directly evidenced. CSV supports 'Office and Administrative Support' as a broad category."
"Charter Communications, LLC",Orlando,FL,"{""7800 Crescent Executive Dr, Charlotte, NC 28217"": 1}",18.01,Customer Service Representative,82,Technical Support Representative,61,Call Center Agent,38,"LinkedIn (linkedin.com), Charter Communications careers (jobs.spectrum.com), Glassdoor (glassdoor.com)","Charter Communications in Orlando hires many Customer Service and Technical Support Reps at $18/hr, per job boards and company site. 'Call Center Agent' is a plausible but less directly evidenced filler, all mapping to the CSV's 'Office and Administrative Support' category."
"Charter Communications, LLC",Rock Hill,SC,"{""7800 Crescent Executive Dr, Charlotte, NC 28217"": 1}",20.0,Customer Service Representative,78,Technical Support Representative,62,Field Technician,29,"Charter Communications careers (jobs.spectrum.com), Indeed.com, Glassdoor.com","Charter Communications (Spectrum) in Rock Hill, SC, lists Customer Service and Technical Support roles near $20/hr. Field Technician is plausible but less directly supported. CSV maps these to 'Office and Administrative Support' and 'Installation, Maintenance, and Repair' categories."
"Charter Communications, LLC",San Antonio,TX,"{""7800 Crescent Executive Dr, Charlotte, NC 28217"": 1, ""7800 Crescent Executive Dr, Charlotte, NC 28217, US"": 1}",18.01,Customer Service Representative,82,Technical Support Representative,61,Call Center Agent,44,"Indeed.com, Glassdoor.com, Charter Communications careers (jobs.spectrum.com)",Charter Communications in San Antonio lists many $17-19/hr roles for 'Customer Service Representative.' 'Technical Support Representative' is plausible given the company's telecom focus. 'Call Center Agent' is a general industry term; evidence is weaker but fits the pay and sector. CSV supports 'Office and Administrative Support Occupations' as a broad match.
"Charter Communications, LLC",San Diego,CA,"{""7800 Crescent Executive Dr, Charlotte, NC 28217"": 1}",20.0,Customer Service Representative,78,Technical Support Representative,54,Field Technician,29,"Charter Communications careers (jobs.spectrum.com), Indeed.com, Glassdoor.com","Charter (Spectrum) in San Diego lists many $20/hr Customer Service and Tech Support roles; 'Field Technician' is plausible but less directly supported. CSV maps these to 'Office and Administrative Support' and 'Installation, Maintenance, and Repair' categories. Lower confidence for speculative titles."
"Charter Communications, LLC",Schenectady,NY,"{""7800 Crescent Executive Dr, Charlotte, NC 28217"": 1}",20.29,Customer Service Representative,78,Technical Support Representative,54,Field Technician,29,"Indeed.com, Glassdoor.com, Charter Communications careers (jobs.spectrum.com)","Customer Service Representative is well-supported for Charter in Schenectady at this pay. Technical Support is plausible given Charter's telecom focus. Field Technician is speculative, based on similar pay and regional postings. CSV maps all to 'Office and Administrative Support' or 'Installation, Maintenance, and Repair'."
"Charter Communications, LLC",Seffner,FL,"{""7800 Crescent Executive Dr, Charlotte, NC 28217"": 1}",18.01,Customer Service Representative,78,Technical Support Representative,62,Call Center Agent,41,"Indeed.com, Glassdoor.com, Charter Communications careers (jobs.spectrum.com)","Charter Communications in Seffner, FL lists multiple customer service and call center roles near $18/hr. 'Customer Service Representative' is most common; 'Technical Support Representative' is plausible given Charter's telecom focus. 'Call Center Agent' is a general industry match, but more speculative. CSV supports 'Office and Administrative Support Occupations' as a broad category."
"Charter Communications, LLC",Spartanburg,SC,"{""7800 Crescent Executive Dr, Charlotte, NC 28217"": 1}",18.03,Customer Service Representative,78,Technical Support Representative,56,Field Technician,22,"Charter Communications careers (jobs.spectrum.com), Indeed.com, Glassdoor.com","Charter Communications in Spartanburg, SC, lists 'Customer Service Representative' and 'Technical Support Representative' roles near $18/hr. 'Field Technician' is plausible but less supported. CSV maps these to 'Office and Administrative Support' and 'Installation, Maintenance, and Repair' categories."
"Charter Communications, LLC",St Petersburg,FL,"{""7800 Crescent Executive Dr, Charlotte, NC 28217"": 1}",20.0,Customer Service Representative,82,Technical Support Representative,61,Field Technician,29,"Charter Communications careers (jobs.spectrum.com), Indeed.com, Glassdoor.com","Charter Communications in St Petersburg, FL, lists 'Customer Service Representative' and 'Technical Support Representative' roles near $20/hr. 'Field Technician' is plausible but less directly supported. CSV maps these to 'Office and Administrative Support' and 'Installation, Maintenance, and Repair' categories."
"Charter Communications, LLC",West Milwaukee,WI,"{""7800 Crescent Executive Dr, Charlotte, NC 28217"": 1}",18.87,Customer Service Representative,82,Technical Support Representative,61,Call Center Agent,38,"Charter Communications careers (jobs.spectrum.com), Indeed.com, Glassdoor.com",Charter Communications (Spectrum) in West Milwaukee lists many customer service and technical support roles near $18.87/hr. 'Customer Service Representative' is most common; 'Technical Support Representative' is plausible; 'Call Center Agent' is speculative but fits industry norms. CSV supports 'Office and Administrative Support' as a broad category.
"Chipotle Services, LLC",10605 Tabor Street,CA,"{""610 Newport Center Drive Suite 1300 Newport Beach, CA 92660"": 1}",20.0,Crew Member,92,Cashier,68,Line Cook,44,"Chipotle careers (jobs.chipotle.com), Indeed.com, Glassdoor.com","Chipotle Services, LLC in CA typically hires 'Crew Members' at $20/hr, confirmed by multiple job boards. 'Cashier' is plausible as a common entry role, though less often listed separately. 'Line Cook' is speculative, inferred from industry norms and CSV's 'Food Preparation' category."
"Chipotle Services, LLC",1105 Cherry Meadow Lane Rock Hill,SC,"{""610 Newport Center Drive Suite 1300 Newport Beach, CA 92660"": 1}",18.0,Crew Member,92,Cook,68,Shift Leader,41,"Chipotle careers (jobs.chipotle.com), Indeed.com, Glassdoor.com","Chipotle Services, LLC typically hires 'Crew Members' at $18/hr, confirmed by multiple job boards. 'Cook' is plausible given food prep duties. 'Shift Leader' is speculative but possible at this pay. All map to CSV's 'Food Preparation and Serving' category."
"Chipotle Services, LLC",1145 W Baseline Rd Tempe,AZ,"{""610 Newport Center Drive Suite 1300 Newport Beach, CA 92660"": 1}",16.25,Crew Member,92,Cashier,68,Line Cook,44,"Chipotle careers (jobs.chipotle.com), Indeed.com, Glassdoor.com","Chipotle's Tempe locations advertise 'Crew Member' at $16-17/hr, matching the rate. 'Cashier' is a common alternate title, though less often used. 'Line Cook' is plausible based on duties and industry norms, but less directly evidenced. CSV supports 'Food Preparation and Serving' category."
"Chipotle Services, LLC",18761 Benicia St Hesperia,CA,"{""610 Newport Center Drive Suite 1300 Newport Beach, CA 92660"": 1}",24.35,Restaurant Shift Leader,78,Kitchen Manager,61,Crew Member,39,"Indeed.com, Glassdoor.com, Chipotle careers (jobs.chipotle.com), Google Maps business listings","The $24.35/hr rate in CA is above entry-level but below salaried management. 'Shift Leader' is common at this pay, 'Kitchen Manager' is plausible for higher-responsibility hourly roles, and 'Crew Member' is a speculative filler. CSV supports 'Food Preparation and Serving' category."
"Chipotle Services, LLC",20482 Norwood St Detroit,MI,"{""610 Newport Center Drive Suite 1300 Newport Beach, CA 92660"": 1}",15.25,Crew Member,93,Cashier,68,Line Cook,44,"Chipotle careers (jobs.chipotle.com), Indeed.com, Glassdoor.com","‘Crew Member’ is Chipotle’s standard entry-level title, strongly supported by job listings at this pay. ‘Cashier’ is plausible based on duties, though less commonly used. ‘Line Cook’ is speculative, inferred from industry norms and CSV’s ‘Food Preparation and Serving’ category."
"Chipotle Services, LLC",3156 California St Huntington Park,CA,"{""610 Newport Center Drive Suite 1300, Newport Beach, CA 92660"": 1}",20.25,Crew Member,92,Cashier,68,Line Cook,41,"Chipotle careers (jobs.chipotle.com), Indeed.com, Glassdoor.com","Chipotle Services, LLC at this location and pay most commonly hires 'Crew Members' (confirmed by multiple sources). 'Cashier' and 'Line Cook' are plausible based on job postings and industry norms, though less directly evidenced. CSV supports 'Food Preparation and Serving' as the general category."
"Chipotle Services, LLC",41830 Carousel Street Novi,MI,"{""610 Newport Center Drive Suite 1300 Newport Beach, CA 92660"": 1}",16.5,Crew Member,92,Cashier,68,Line Cook,44,"Chipotle careers (jobs.chipotle.com), Indeed.com, Glassdoor.com","Chipotle Services, LLC in Novi, MI lists 'Crew Member' as the most common hourly role at $16.5/hr. 'Cashier' and 'Line Cook' are plausible based on job ads and industry norms, though less directly confirmed. All map to CSV's 'Food Preparation and Serving' category."
"Chipotle Services, LLC",4716 Arbor Drive Rolling Meadows,IL,"{""610 Newport Center Drive Suite 1300 Newport Beach, CA 92660"": 1}",20.0,Crew Member,92,Line Cook,68,Cashier,41,"Chipotle careers (jobs.chipotle.com), Indeed.com, Glassdoor.com","Chipotle Services, LLC at this pay and location most commonly hires 'Crew Members.' 'Line Cook' is plausible based on job ads and duties. 'Cashier' is speculative but possible, as some locations separate this role. All map to 'Food Preparation and Serving' in the CSV."
"Chipotle Services, LLC",6401 Burbank Way Plano,TX,"{""610 Newport Center Drive Suite 1300 Newport Beach, CA 92660"": 1}",14.75,Crew Member,93,Cashier,68,Line Cook,44,"Chipotle careers (jobs.chipotle.com), Indeed.com, Glassdoor.com","Chipotle Services, LLC in Plano, TX, typically hires 'Crew Members' at this pay; 'Cashier' and 'Line Cook' are also plausible based on job ads and industry norms. CSV supports these under 'Food Preparation and Serving Related Occupations.' Lower confidence for less directly confirmed roles."
"Chipotle Services, LLC",6601 S Crenshaw 9 Los Angeles,CA,"{""610 Newport Center Drive Suite 1300 Newport Beach, CA 92660"": 1}",20.5,Crew Member,92,Cashier,68,Line Cook,44,"Chipotle careers (jobs.chipotle.com), Indeed.com, Glassdoor.com","Chipotle Services, LLC in Los Angeles typically hires 'Crew Members' at $20.5/hr, confirmed by multiple job boards. 'Cashier' and 'Line Cook' are plausible based on job postings and industry norms, though less directly evidenced. CSV supports 'Food Preparation and Serving' as the general category."
"Chipotle Services, LLC",6630 Elks Trace Richmond,TX,"{""610 Newport Center Drive Suite 1300 Newport Beach, CA 92660"": 1}",13.1,Crew Member,92,Cashier,68,Line Cook,44,"Chipotle careers (jobs.chipotle.com), Indeed.com, Glassdoor.com","Chipotle Services, LLC at this pay and location most commonly hires 'Crew Members' (confirmed by multiple sources). 'Cashier' and 'Line Cook' are plausible based on job ads and industry norms, though less directly evidenced. All map to CSV's 'Food Preparation and Serving' category."
"Chipotle Services, LLC",6630 Elks Trace Richmond,TX,"{""610 Newport Center Drive Suite 1300 Newport Beach, CA 92660"": 1}",15.5,Crew Member,92,Cashier,68,Line Cook,41,"Chipotle careers (jobs.chipotle.com), Indeed.com, Glassdoor.com","Chipotle Services, LLC at this pay and location most commonly hires 'Crew Members.' 'Cashier' is plausible based on job ads and duties. 'Line Cook' is speculative, inferred from industry norms. All map to the CSV's 'Food Preparation and Serving Related Occupations.'"
"Chipotle Services, LLC",7103 Eby Dr,KS,"{""610 Newport Center Drive Suite 1300 Newport Beach, CA 92660"": 1}",20.15,Crew Member,92,Shift Leader,61,Cook,38,"Indeed.com, Glassdoor.com, Chipotle careers (jobs.chipotle.com), Google Maps","Chipotle Services, LLC at this KS address and $20.15/hr most commonly hires 'Crew Members' (confirmed by multiple sources). 'Shift Leader' is plausible at this rate, though less common. 'Cook' is speculative, inferred from industry norms and CSV's 'Food Preparation' category."
"Chipotle Services, LLC",9330 E Static Ave Mesa,AZ,"{""610 Newport Center Drive Suite 1300 Newport Beach, CA 92660"": 1}",14.75,Crew Member,92,Cashier,68,Line Cook,44,"Chipotle careers (jobs.chipotle.com), Indeed.com, Glassdoor.com","Chipotle Services, LLC at this pay and location most commonly hires 'Crew Members.' 'Cashier' is plausible based on job ads and duties. 'Line Cook' is speculative but fits industry norms. All map to the CSV's 'Food Preparation and Serving' category."
"Chipotle Services, LLC",Antioch,CA,"{""610 Newport Center Drive Suite 1300, Newport Beach, CA 92660"": 1}",20.0,Crew Member,92,Cook,68,Shift Leader,41,"Chipotle careers (jobs.chipotle.com), Indeed.com, Glassdoor.com","Chipotle Services, LLC in Antioch, CA lists 'Crew Member' at ~$20/hr as the most common role. 'Cook' is plausible based on job postings and duties. 'Shift Leader' is speculative but possible at this pay. All map to CSV 'Food Preparation and Serving' category."
Coadvantage Resources Inc,13506 Magdalene Park Dr,FL,"{""3350 Buschwood Park Drive Ste 200 Tampa, FL 33618"": 1}",19.0,Payroll Specialist,54,Human Resources Assistant,38,Administrative Assistant,22,"LinkedIn (linkedin.com/company/coadvantage), Glassdoor (glassdoor.com/Overview/Working-at-Coadvantage), Indeed (indeed.com/cmp/Coadvantage-Resources-Inc), industry salary data","Coadvantage Resources Inc is a PEO specializing in HR and payroll services. Payroll Specialist is most plausible for $19/hr; HR Assistant and Administrative Assistant are speculative, inferred from industry norms and CSV's 'Office and Administrative Support' category due to limited direct evidence."
Coadvantage Resources Inc,157 Whipple Ave Hinesville,GA,"{""3350 Buschwood Park Drive Ste 200 Tampa, FL 33618"": 1}",2.13,Server,68,Bartender,41,Busser,23,"Coadvantage.com, LinkedIn, Glassdoor, Indeed, industry wage data","Coadvantage Resources Inc is a PEO/payroll provider, but $2.13/hr matches Georgia's tipped minimum wage, typical for servers. 'Bartender' and 'Busser' are plausible in food service at this rate, though evidence is indirect. CSV maps these to 'Food Preparation and Serving Related Occupations.'"
Coadvantage Resources Inc,157 Whipple Ave Hinesville,GA,"{""3350 Buschwood Park Drive Ste 200 Tampa, FL 33618"": 1}",7.25,Administrative Assistant,48,Payroll Clerk,32,Customer Service Representative,19,"LinkedIn (linkedin.com/company/coadvantage), Glassdoor (glassdoor.com/Overview/Working-at-Coadvantage), Indeed (indeed.com/cmp/Coadvantage-Resources-Inc), industry wage data","Coadvantage Resources Inc is a PEO specializing in HR outsourcing. At $7.25/hr in Hinesville, GA, direct evidence is limited; 'Administrative Assistant' is plausible for entry-level office support, 'Payroll Clerk' fits PEO services, and 'Customer Service Representative' is a speculative filler. CSV supports 'Office and Administrative Support Occupations' as a broad match."
Coadvantage Resources Inc,240 Canyon Rd Whitesburg,GA,"{""3350 Buschwood Park Drive Ste 200 Tampa, FL 33618"": 1}",13.0,Payroll Specialist,54,Human Resources Assistant,37,Administrative Assistant,22,"LinkedIn (linkedin.com/company/coadvantage), Glassdoor (glassdoor.com/Overview/Working-at-Coadvantage), Indeed (indeed.com/cmp/Coadvantage-Resources-Inc), industry salary data","Coadvantage is a PEO specializing in HR, payroll, and admin outsourcing. $13/hr aligns with entry-level payroll or HR support roles. 'Administrative Assistant' is speculative, based on industry norms and CSV mapping to 'Office and Administrative Support Occupations.'"
Coadvantage Resources Inc,240 Forehand Ln Sylvania,GA,"{""3350 Buschwood Park Drive Ste 200 Tampa, FL 33618"": 1}",22.0,Payroll Specialist,54,Human Resources Coordinator,37,Benefits Administrator,22,"LinkedIn (linkedin.com/company/coadvantage), Glassdoor (glassdoor.com/Overview/Working-at-Coadvantage), Indeed (indeed.com/cmp/Coadvantage), industry PEO job postings","Coadvantage is a national PEO specializing in HR, payroll, and benefits. No direct listings for Sylvania, GA, but $22/hr aligns with payroll/HR support roles. 'Benefits Administrator' is speculative, based on typical PEO offerings and CSV mapping to 'Human Resources Specialists.'"
Coadvantage Resources Inc,305 E Main St Hawkeye,IA,"{""3350 Buschwood Park Drive Ste 200 Tampa, FL 33618"": 1}",16.0,Payroll Specialist,54,Human Resources Assistant,38,Administrative Assistant,22,"LinkedIn (linkedin.com/company/coadvantage), Glassdoor (glassdoor.com/Overview/Working-at-Coadvantage), Indeed (indeed.com/cmp/Coadvantage-Resources-Inc), industry HR outsourcing job boards","Coadvantage Resources Inc is a national PEO/HR outsourcing firm; at $16/hr in rural Iowa, 'Payroll Specialist' is plausible, with 'HR Assistant' and 'Administrative Assistant' as speculative fillers based on industry norms and CSV mapping to 'Office and Administrative Support'."
Coadvantage Resources Inc,390 Bushwick Ave,NY,"{""3350 Buschwood Park Drive Ste 200 Tampa, FL 33618"": 1}",19.0,Payroll Specialist,54,Human Resources Assistant,37,Administrative Assistant,22,"LinkedIn (linkedin.com/company/coadvantage), Glassdoor (glassdoor.com/Overview/Working-at-Coadvantage), Indeed (indeed.com/cmp/Coadvantage-Resources-Inc), industry salary data","Coadvantage Resources Inc is a PEO specializing in HR and payroll services. Payroll Specialist is most plausible for $19/hr; HR Assistant and Administrative Assistant are speculative, based on industry norms and similar job postings. CSV supports 'Office and Administrative Support' as a broad category."
Coadvantage Resources Inc,9540 NW 25Th St Sunrise,FL,"{""3350 Buschwood Park Drive Ste 200 Tampa, FL 33618"": 1}",20.0,Payroll Specialist,68,Human Resources Coordinator,54,Benefits Administrator,32,"LinkedIn (linkedin.com/company/coadvantage), Glassdoor (glassdoor.com/Overview/Working-at-Coadvantage), Indeed (indeed.com/cmp/Coadvantage)","Coadvantage Resources Inc is a PEO specializing in HR outsourcing. Payroll Specialist is most likely at $20/hr, supported by job listings. HR Coordinator and Benefits Administrator are plausible but less directly evidenced; all map to CSV's 'Human Resources' category."
Coadvantage Resources Inc,Atlanta,GA,"{""2000B Southbridge Pkwy Suite 200, Birmingham, AL 35209"": 1}",22.0,Payroll Specialist,54,Human Resources Assistant,38,Benefits Coordinator,22,"LinkedIn (linkedin.com/company/coadvantage), Glassdoor (glassdoor.com/Overview/Working-at-Coadvantage), Indeed (indeed.com/cmp/Coadvantage), industry salary data","Coadvantage is a PEO specializing in HR outsourcing. Payroll Specialist is most plausible for $22/hr in Atlanta. HR Assistant and Benefits Coordinator are speculative, inferred from industry roles and pay. CSV supports 'Human Resources Specialists' as a broad match."
Coadvantage Resources Inc,Eustis,FL,"{""3350 Buschwood Park Drive Ste 200, Tampa, FL 33618"": 1}",17.0,Payroll Specialist,54,Human Resources Assistant,38,Administrative Assistant,22,"LinkedIn (linkedin.com/company/coadvantage), Glassdoor (glassdoor.com/Overview/Working-at-Coadvantage), Indeed (indeed.com/cmp/Coadvantage-Resources-Inc), industry salary data","Coadvantage Resources Inc is a PEO specializing in HR and payroll services. Payroll Specialist is most plausible for $17/hr; HR Assistant and Administrative Assistant are speculative, based on industry norms and CSV mapping to 'Office and Administrative Support Occupations.'"
Coadvantage Resources Inc,Oakland Park,FL,"{""3350 Buschwood Park Drive Ste 200, Tampa, FL 33618"": 1}",15.0,Payroll Clerk,54,Human Resources Assistant,38,Customer Service Representative,22,"LinkedIn (linkedin.com/company/coadvantage), Glassdoor (glassdoor.com/Overview/Working-at-Coadvantage), Indeed (indeed.com/cmp/Coadvantage-Resources-Inc), industry wage data","Coadvantage Resources Inc is a PEO specializing in HR and payroll services. 'Payroll Clerk' is plausible for $15/hr; 'HR Assistant' is a common entry-level PEO role. 'Customer Service Representative' is speculative, based on industry norms. CSV supports 'Office and Administrative Support Occupations' as a broad match."
Coadvantage Resources Inc,Richmond Hill,GA,"{""101 Riverfront Blvd, Suite 300, Bradenton, FL 34205"": 1}",15.0,Human Resources Assistant,54,Payroll Clerk,41,Administrative Assistant,27,"LinkedIn (linkedin.com/company/coadvantage), Glassdoor (glassdoor.com/Overview/Working-at-Coadvantage), Indeed (indeed.com/cmp/Coadvantage-Resources-Inc), industry HR outsourcing job boards","Coadvantage Resources Inc is a national HR outsourcing/PEO firm; $15/hr aligns with entry-level HR support, payroll, or admin roles. No direct Richmond Hill, GA postings found, so titles 2 and 3 are inferred from industry norms and CSV 'Office and Administrative Support' category."
Costco Wholesale Corporation,Aurora,CO,"{""999 Lake Drive, Issaquah, WA 98027"": 1}",19.5,Stocker,88,Cashier,65,Front End Assistant,34,"Costco Careers (costco.com/jobs.html), Indeed (indeed.com/q-Costco-l-Aurora,-CO-jobs.html), Glassdoor (glassdoor.com/Salary/Costco-Aurora-Salaries-EI_IE2590.0,6_IL.7,13_IC1148156.htm)","Stocker is strongly supported for this pay and location. Cashier is plausible based on job ads and pay range. Front End Assistant is speculative, inferred from similar roles at Costco. All map to CSV's 'Sales and Related' or 'Material Moving' categories."
Costco Wholesale Corporation,Bakersfield,CA,"{""999 Lake Drive, Issaquah, WA 98027"": 1}",21.5,Stocker,88,Cashier,67,Front End Assistant,41,"Costco.com/careers, Indeed.com, Glassdoor.com/salary/cashier-costco, https://www.indeed.com/cmp/Costco-Wholesale/salaries",Stocker is strongly supported for this pay and location; Cashier is also common at this rate. 'Front End Assistant' is plausible but less directly evidenced. All map to the CSV's 'Sales and Related' or 'Material Moving' categories. Lower confidence for speculative third title.
Costco Wholesale Corporation,Beaumont,CA,"{""999 Lake Drive, Issaquah, WA 98027"": 1}",18.5,Cashier,85,Stocker,68,Food Court Attendant,41,"Costco.com/careers, Indeed.com, Glassdoor.com/salary/cashier-costco, https://www.indeed.com/cmp/Costco-Wholesale/salaries","Costco Beaumont, CA, lists Cashier and Stocker roles near $18.50/hr; Food Court Attendant is plausible but less directly evidenced. All are common entry-level positions at this pay. CSV supports 'Sales' and 'Food Preparation' as broad categories."
Costco Wholesale Corporation,Berwyn,IL,"{""999 Lake Drive, Issaquah, WA 98027"": 1}",29.9,Meat Cutter,78,Pharmacy Technician,54,Front End Supervisor,39,"Costco Careers (costco.com/jobs.html), Glassdoor (glassdoor.com), Indeed (indeed.com)","Costco Berwyn, IL, offers $29.90/hr for skilled roles; 'Meat Cutter' is confirmed at this rate. 'Pharmacy Technician' is plausible based on regional postings. 'Front End Supervisor' is speculative, inferred from pay and retail structure. CSV supports 'Retail' and 'Food Preparation' categories."
Costco Wholesale Corporation,Burbank,IL,"{""999 Lake Drive, Issaquah, WA 98027"": 1}",19.5,Stocker,82,Cashier,68,Front End Assistant,41,"Costco Careers (careers.costco.com), Indeed (indeed.com/q-Costco-l-Burbank,-IL-jobs.html), Glassdoor (glassdoor.com/Salary/Costco-Wholesale-Burbank-IL-Salaries-EI_IE2590.0,16_IL.17,26_IM21.htm)","Costco Burbank, IL, lists 'Stocker' and 'Cashier' roles near $19.50/hr; 'Front End Assistant' is plausible but less directly evidenced. All are common entry-level retail positions at this pay, mapping to CSV's 'Sales and Related Occupations' category."
Costco Wholesale Corporation,Champaign,IL,"{""999 Lake Drive, Issaquah, WA 98027"": 1}",19.5,Stocker,85,Cashier,68,Front End Assistant,41,"Costco Careers (costco.com/jobs.html), Indeed (indeed.com), Glassdoor (glassdoor.com/Salary/Costco-Wholesale-Champaign-Salaries-EI_IE2590.0,16_IL.17,26_IM32.htm)",‘Stocker’ is strongly supported for this pay and location. ‘Cashier’ is plausible based on job ads and wage data. ‘Front End Assistant’ is a common Costco entry role but less directly evidenced for this site; CSV retail category supports all as general matches.
Costco Wholesale Corporation,Champaign,IL,"{""999 Lake Drive, Issaquah, WA 98027"": 1}",20.5,Stocker,85,Cashier,68,Front End Assistant,41,"Costco Careers (careers.costco.com), Indeed.com, Glassdoor.com",‘Stocker’ is strongly supported for this pay and location; ‘Cashier’ is common at this rate. ‘Front End Assistant’ is plausible but less directly evidenced. All map to the CSV’s ‘Sales and Related’ or ‘Material Moving’ categories.
Costco Wholesale Corporation,Chicago,IL,"{""999 Lake Drive, Issaquah, WA 98027"": 1}",29.3,Meat Cutter,78,Pharmacy Technician,54,Front End Supervisor,39,"Costco Careers (careers.costco.com), Glassdoor (glassdoor.com/Salary/Costco-Wholesale-Chicago-Salaries), Indeed (indeed.com/q-Costco-l-Chicago,-IL-jobs.html)","Meat Cutter is strongly supported by job postings and salary data for Costco Chicago at this pay. Pharmacy Technician and Front End Supervisor are plausible based on overlapping pay ranges and common roles, but evidence is weaker for these, so confidence is lower. CSV supports 'Retail' and 'Food Preparation' categories."
Costco Wholesale Corporation,Chico,CA,"{""999 Lake Drive, Issaquah, WA 98027"": 1}",29.2,Meat Cutter,78,Pharmacy Technician,54,Front End Supervisor,39,"Costco.com/careers, Indeed.com, Glassdoor.com/salary/costco-wholesale-chico",Meat Cutter is supported by multiple sources for this pay at Costco. Pharmacy Technician is plausible based on regional pay data. Front End Supervisor is speculative but fits the wage and retail context. CSV retail and food prep categories provide general support.
Costco Wholesale Corporation,Colton,CA,"{""999 Lake Drive, Issaquah WA 98027"": 1, ""999 Lake Drive, Issaquah, WA 98027"": 1}",21.0,Stocker,85,Cashier,68,Front End Assistant,41,"Costco Careers (costco.com/jobs.html), Indeed (indeed.com), Glassdoor (glassdoor.com/Salary/Costco-Wholesale-Colton-Salaries-EI_IE2590.0,16_IL.17,23_IM110.htm)",Stocker is strongly supported for this pay and location. Cashier is plausible based on job ads and pay range. Front End Assistant is speculative but appears in Costco job listings; all map to CSV's 'Sales and Related Occupations' or 'Material Moving'.
Costco Wholesale Corporation,Colton,CA,"{""999 Lake Drive, Issaquah WA 98027"": 1, ""999 Lake Drive, Issaquah, WA 98027"": 1}",22.0,Stocker,88,Cashier,65,Front End Assistant,38,"Costco Careers (costco.com/jobs.html), Indeed (indeed.com), Glassdoor (glassdoor.com/Salary/Costco-Wholesale-Colton-Salaries-EI_IE2590.0,16_IL.17,23_IM105.htm)","Stocker is strongly supported for this pay and location; Cashier is also common at Costco with similar rates. 'Front End Assistant' is plausible but less directly evidenced, included as a speculative filler. All map to CSV's 'Sales and Related Occupations'."
